curik bali;curik;Leucopsar rothschildii
angsabatu christmas;angsabatu;Papasula abbotti
angsabatu topeng;angsabatu;Sula dactylatra
angsabatu coklat;angsabatu;Sula leucogaster
angsabatu kakimerah;angsabatu;Sula sula
ibis sendok raja;ibis;Platalea regia
ibis rokoroko;ibis;Plegadis falcinellus
ibis karau;ibis;Pseudibis davisoni
ibis cucukbesi;ibis;Threskiornis melanocephalus
ibis australia;ibis;Threskiornis moluccus
ibis papua;ibis;Threskiornis spinicollis
tepus dada-putih;tepus;Stachyris grammiceps
luntur jawa;luntur;Apalharpactes reinwardtii
luntur sumatera;luntur;Apalharpactes mackloti
luntur diard;luntur;Harpactes oreskios
luntur putri;luntur;Harpactes orrhophaeus
luntur kepala-merah;luntur;Harpactes duvaucelli
luntur kasumba;luntur;Harpactes diardii
luntur harimau;luntur;Harpactes erythrocephalus
luntur tunggir-coklat;luntur;Harpactes whiteheadi
luntur kalimantan;luntur;Harpactes kasumba
ciung-mungkal jawa;ciung-mungkal;Cochoa azurea
ciung-mungkal sumatera;ciung-mungkal;Cochoa beccarii
gemak sumba;gemak;Turnix everetti
serak minahasa;serak;Tyto inexspectata
serak taliabu;serak;Tyto nigrobrunnea
opior jawa;opior;Heleia javanica
kacamata jawa;kacamata;Zosterops flavus
kacamata sangihe;kacamata;Zosterops nehrkorni
kacamata wallacea;kacamata;Heleia wallacei
kodok merah;kodok;Leptophryne cruentata
soa payung;soa;Chlamydosaurus kingii
labi-labi moncong babi;labi-labi;Carettochelys insculpta
kura-kura rote;kura-kura;Chelodina mccordii
kura-kura papua leher panjang;kura-kura;Chelodina novaeguineae
penyu bromo;penyu;Caretta caretta
penyu hijau;penyu;Chelonia mydas
penyu sisik;penyu;Eretmochelys imbricata
penyu lekang;penyu;Lepidochelys olivacea
penyu pipih;penyu;Natator depressus
buaya irian;buaya;Crocodylus novaeguineae
buaya muara;buaya;Crocodylus porosus
buaya siam;buaya;Crocodylus siamensis
buaya sinyulong;buaya;Tomistoma schlegelii
penyu belimbing;penyu;Dermochelys coriacea
biuku;biuku;Batagur affinis
beluku;beluku;Batagur borneoensis
bajuku;bajuku;Orlitia borneensis
biawak kalimantan;biawak;Lanthanotus borneensis
sanca timor;sanca;Malayophython timoriensis
sanca hijau;sanca;Morelia viridis
sanca bodo;sanca;Python bivittatus
sanca bulan;sanca;Simalia boeleni
baning coklat;baning;Manouria emys
labi-labi bintang;labi-labi;Chitra chitra
biawak rote;biawak;Varanus auffenbergi
biawak aru;biawak;Varanus becarii
biawak waigeo;biawak;Varanus boehmei
biawak maluku;biawak;Varanus indicus
biawak komodo;biawak;Varanus komodoensis
biawak banggai;biawak;Varanus melinus
biawak abu-abu;biawak;Varanus nebulosus
biawak coklat;biawak;Varanus panoptes
biawak hijau;biawak;Varanus prasinus
biawak misool;biawak;Varanus reisingeri
biawak kerdil;biawak;Varanus similis
biawak timor;biawak;Varanus timorensis
biawak togian;biawak;Varanus togianus
selusur maninjau;selusur;Homaloptera gymnogaster
ikan balashark;ikan;Balantiocheilos melanopterus
wader goa;wader;Barbodes microps
ikan batak;ikan;Neolissochilus thienemanni
pasa;pasa;Schismatorhynchus heterorhynchus
pari sungai tutul;pari;Himantura oxyrhyncha
pari sungai raksasa;pari;Himantura polylepis
pari sungai pinggir putih;pari;Himantura signifer
pari kai;pari;Urolophus kaianus
ikan raja laut;ikan;Latimeria menadoensis
belida borneo;belida;Chitala borneensis
belida sumatra;belida;Chitala hypselonotus
belida lopis;belida;Chitala lopis
belida jawa;belida;Notopterus notopterus
siluk kalimantan;siluk;Scleropages formosus
siluk irian;siluk;Scleropages jardinii
pari gergaji lancip;pari;Anoxypristis cuspidata
pari gergaji kerdil;pari;Pristis clavata
pari gergaji gigi besar;pari;Pristis pristis
pari gergaji hijau;pari;Pristis zijsron
kupu-kupu bidadari;kupu-kupu;Cethosia myrina
kupu-kupu sayap burung obi;kupu-kupu;Ornithoptera aesacus
kupu-kupu sayap burung chimaera;kupu-kupu;Ornithoptera chimaera
kupu-kupu sayap burung croesus;kupu-kupu;Ornithoptera croesus
kupu-kupu sayap burung goliath;kupu-kupu;Ornithoptera goliath
kupu-kupu sayap burung croesus;kupu-kupu;Ornithoptera meridionalis
kupu-kupu sayap burung surga;kupu-kupu;Ornithoptera paradisea
kupu-kupu sayap burung priamus;kupu-kupu;Ornithoptera priamus
kupu-kupu sayap burung rothschildi;kupu-kupu;Ornithoptera rothschildi
kupu-kupu sayap burung tithonus;kupu-kupu;Ornithoptera tithonus
kupu-kupu raja brooke;kupu-kupu;Trogonoptera brookiana
kupu-kupu raja malaya;kupu-kupu;Troides amphrysus
kupu-kupu raja borneo;kupu-kupu;Troides andromache
kupu-kupu raja criton;kupu-kupu;Troides criton
kupu-kupu raja cuneifera;kupu-kupu;Troides cuneifera
kupu-kupu raja talaud;kupu-kupu;Troides dohertyi
kupu-kupu raja haliphron;kupu-kupu;Troides haliphron
kupu-kupu raja helena;kupu-kupu;Troides helena
kupu-kupu raja hypolitus;kupu-kupu;Troides hypolitus
kupu-kupu raja miranda;kupu-kupu;Troides miranda
kupu-kupu raja;kupu-kupu;Troides oblongomaculatus
kupu-kupu raja Timor;kupu-kupu;Troides plato
kupu-kupu raja prattorum;kupu-kupu;Troides prattorum
kupu-kupu raja tanimbar;kupu-kupu;Troides riedeli
kupu-kupu raja vandepolli;kupu-kupu;Troides vandepolli
ketam kenari;ketam;Birgus latro
kepala kambing;kepala;Cassis cornuta
nautilus berongga;nautilus;Nautilus pompilius Linne
triton terompet;triton;Charonia tritonis
kima tapak kuda;kima;Hippopus hippopus
kima cina;kima;Hippopus porcellanus
apalap;apalap;-
angsa;angsa;-
anjing;anjing;-
anoa;anoa;-
antilop;antilop;-
aphid;aphid;-
arwana;arwana;-
ayam;ayam;-
babi;babi;-
badak;badak;-
bajing;bajing;-
bangau;bangau;-
bangsat;bangsat;-
banteng;banteng;-
bebek;bebek;-
bekantan;bekantan;-
bekicot;bekicot;-
belalang;belalang;-
belatung;belatung;-
belibis;belibis;-
belut;belut;-
beo;beo;-
berang berang;berang berang;-
beruang;beruang;-
beruk;beruk;-
beruk;beruk;-
betet;betet;-
betok;betok;-
biawak;biawak;-
bintanglaut;bintanglaut;-
biribiri;biribiri;-
bison;bison;-
blekok;blekok;-
buaya;buaya;-
bulbul;bulbul;-
bulubabi;bulubabi;-
bunglon;bunglon;-
cacing;cacing;-
camar;camar;-
capung;capung;-
cencorang;cencorang;-
cendrawasih;cendrawasih;-
cere;cere;-
cerek;cerek;-
cheetah;cheetah;-
cicak;cicak;-
codot;codot;-
cucakrawa;cucakrawa;-
cumi cumi;cumi cumi;-
cupang;cupang;-
dara;dara;-
domba;domba;-
duyung;duyung;-
elang;elang;-
entok;entok;-
gabus;gabus;-
gagak;gagak;-
gajah;gajah;-
gapih;gapih;-
garuda;garuda;-
gelatik;gelatik;-
gorila;gorila;-
gurame;gurame;-
gurita;gurita;-
hamster;hamster;-
harimau;harimau;-
hiena;hiena;-
hiu;hiu;-
iguana;iguana;-
ikan;ikan;-
itik;itik;-
jalak;jalak;-
jangkrik;jangkrik;-
jerapah;jerapah;-
kadal;kadal;-
kakatua;kakatua;-
kaki seribu;kaki seribu;-
kalajengking;kalajengking;-
kalkun;kalkun;-
kalong;kalong;-
kambing;kambing;-
kampret;kampret;-
kangguru;kangguru;-
kanguru;kanguru;-
kapibara;kapibara;-
kasuari;kasuari;-
katak;katak;-
kebo;kebo;-
kecebong;kecebong;-
kecoa;kecoa;-
kecoak;kecoak;-
kelabang;kelabang;-
keledai;keledai;-
kelelawar;kelelawar;-
kelinci;kelinci;-
kenari;kenari;-
keong;keong;-
kepiting;kepiting;-
kera;kera;-
kerang;kerang;-
kerapu;kerapu;-
kerbau;kerbau;-
kijang;kijang;-
koala;koala;-
kobra;kobra;-
kodok;kodok;-
koi;koi;-
koi;koi;-
komodo;komodo;-
kucing;kucing;-
kuda;kuda;-
kudanil;kudanil;-
kudaponi;kudaponi;-
kumbang;kumbang;-
kupukupu;kupukupu;-
kurakura;kurakura;-
kuskus;kuskus;-
kutu;kutu;-
labalaba;labalaba;-
lalat;lalat;-
lalatbuah;lalatbuah;-
laler;laler;-
landak;landak;-
landaklaut;landaklaut;-
laron;laron;-
lebah;lebah;-
lele;lele;-
lemur;lemur;-
lintah;lintah;-
lipan;lipan;-
lipas;lipas;-
lobster;lobster;-
lumba lumba;lumba lumba;-
lutung;lutung;-
lutung;lutung;-
luwak;luwak;-
macan;macan;-
makarel;makarel;-
maleo;maleo;-
mambruk;mambruk;-
marmut;marmut;-
maskoki;maskoki;-
merak;merak;-
merpati;merpati;-
milkat;milkat;-
monyet;monyet;-
mujaer;mujaer;-
musang;musang;-
ngengat;ngengat;-
nila;nila;-
nyamuk;nyamuk;-
onta;onta;-
orangutan;orangutan;-
oskar;oskar;-
owa;owa;-
panda;panda;-
parkit;parkit;-
patin;patin;-
paus;paus;-
pelatuk;pelatuk;-
penyu;penyu;-
perkutut;perkutut;-
pesut;pesut;-
pinguin;pinguin;-
pipit;pipit;-
piranha;piranha;-
piton;piton;-
rajawali;rajawali;-
rayap;rayap;-
rubah;rubah;-
rusa;rusa;-
salmon;salmon;-
sanca;sanca;-
sapi;sapi;-
sapusapu;sapusapu;-
semut;semut;-
sepat;sepat;-
serangatepung;serangatepung;-
serigala;serigala;-
setantasmania;setantasmania;-
siamang;siamang;-
singa;singa;-
siput;siput;-
soang;soang;-
sotong;sotong;-
tangkasi;tangkasi;-
tapir;tapir;-
tarantula;tarantula;-
tarsius;tarsius;-
tawon;tawon;-
tekukur;tekukur;-
tengiri;tengiri;-
teri;teri;-
teripang;teripang;-
terwelu;terwelu;-
tikus;tikus;-
tiram;tiram;-
todak;todak;-
tomcat;tomcat;-
trenggiling;trenggiling;-
tuna;tuna;-
tupai;tupai;-
uburubur;uburubur;-
udang;udang;-
ular;ular;-
ulat;ulat;-
undurundur;undurundur;-
unta;unta;-
walet;walet;-
wauwau;wauwau;-
wereng;wereng;-
yuyu;yuyu;-
zebra;zebra;-
trenggiling;trenggiling;-
